date,profile,treatment,rank,asset
2025-04-27,moderate,T0,8,DOT
2025-04-27,moderate,T0,9,LINK
2025-04-27,moderate,T0,10,LTC
2025-04-27,moderate,T1,1,TRX
2025-04-27,moderate,T1,2,BCH
2025-04-27,moderate,T1,3,BNB
2025-04-27,moderate,T1,4,SOL
2025-04-27,moderate,T1,5,BTC
2025-04-27,moderate,T1,6,ETC
2025-04-27,moderate,T1,7,XRP
2025-04-27,moderate,T1,8,DOT
2025-04-27,moderate,T1,9,LINK
2025-04-27,moderate,T1,10,LTC
2025-04-28,moderate,T0,1,TRX
2025-04-28,moderate,T0,2,BCH
2025-04-28,moderate,T0,3,BNB
2025-04-28,moderate,T0,4,BTC
2025-04-28,moderate,T0,5,SOL
2025-04-28,moderate,T0,6,XRP
2025-04-28,moderate,T0,7,AVAX
2025-04-28,moderate,T0,8,ETC
2025-04-28,moderate,T0,9,LTC
2025-04-28,moderate,T0,10,XLM
2025-04-28,moderate,T1,1,BCH
2025-04-28,moderate,T1,2,TRX
2025-04-28,moderate,T1,3,BNB
2025-04-28,moderate,T1,4,SOL
2025-04-28,moderate,T1,5,BTC
2025-04-28,moderate,T1,6,XRP
2025-04-28,moderate,T1,7,AVAX
2025-04-28,moderate,T1,8,ETC
2025-04-28,moderate,T1,9,XLM
2025-04-28,moderate,T1,10,LTC
2025-04-29,moderate,T0,1,BCH
2025-04-29,moderate,T0,2,SOL
2025-04-29,moderate,T0,3,BTC
2025-04-29,moderate,T0,4,AVAX
2025-04-29,moderate,T0,5,TRX
2025-04-29,moderate,T0,6,BNB
2025-04-29,moderate,T0,7,XRP
2025-04-29,moderate,T0,8,DOGE
2025-04-29,moderate,T0,9,ETC
2025-04-29,moderate,T0,10,LINK
2025-04-29,moderate,T1,1,SOL
2025-04-29,moderate,T1,2,BCH
2025-04-29,moderate,T1,3,BTC
2025-04-29,moderate,T1,4,AVAX
2025-04-29,moderate,T1,5,BNB
2025-04-29,moderate,T1,6,TRX
2025-04-29,moderate,T1,7,DOGE
2025-04-29,moderate,T1,8,XRP
2025-04-29,moderate,T1,9,LINK
2025-04-29,moderate,T1,10,ETC
2025-04-30,moderate,T0,1,SOL
2025-04-30,moderate,T0,2,AVAX
2025-04-30,moderate,T0,3,BTC
2025-04-30,moderate,T0,4,BCH
2025-04-30,moderate,T0,5,LINK
2025-04-30,moderate,T0,6,XRP
2025-04-30,moderate,T0,7,BNB
2025-04-30,moderate,T0,8,TRX
2025-04-30,moderate,T0,9,ADA
2025-04-30,moderate,T0,10,DOGE
2025-04-30,moderate,T1,1,SOL
2025-04-30,moderate,T1,2,AVAX
2025-04-30,moderate,T1,3,BTC
2025-04-30,moderate,T1,4,BCH
2025-04-30,moderate,T1,5,LINK
2025-04-30,moderate,T1,6,XRP
2025-04-30,moderate,T1,7,BNB
2025-04-30,moderate,T1,8,DOGE
2025-04-30,moderate,T1,9,ADA
2025-04-30,moderate,T1,10,TRX
2025-05-01,moderate,T0,1,SOL
2025-05-01,moderate,T0,2,BCH
2025-05-01,moderate,T0,3,BTC
2025-05-01,moderate,T0,4,AVAX
2025-05-01,moderate,T0,5,TRX
2025-05-01,moderate,T0,6,ADA
2025-05-01,moderate,T0,7,BNB
2025-05-01,moderate,T0,8,LINK
2025-05-01,moderate,T0,9,XRP
2025-05-01,moderate,T0,10,XLM
2025-05-01,moderate,T1,1,SOL
2025-05-01,moderate,T1,2,BCH
2025-05-01,moderate,T1,3,BTC
2025-05-01,moderate,T1,4,AVAX
2025-05-01,moderate,T1,5,XLM
2025-05-01,moderate,T1,6,LINK
2025-05-01,moderate,T1,7,ADA
2025-05-01,moderate,T1,8,DOT
2025-05-01,moderate,T1,9,BNB
2025-05-01,moderate,T1,10,TRX
2025-05-02,moderate,T0,1,SOL
2025-05-02,moderate,T0,2,BCH
2025-05-02,moderate,T0,3,AVAX
2025-05-02,moderate,T0,4,BTC
2025-05-02,moderate,T0,5,LINK
2025-05-02,moderate,T0,6,XLM
2025-05-02,moderate,T0,7,ADA
2025-05-02,moderate,T0,8,XRP
2025-05-02,moderate,T0,9,BNB
2025-05-02,moderate,T0,10,ETC
2025-05-02,moderate,T1,1,SOL
2025-05-02,moderate,T1,2,BCH
2025-05-02,moderate,T1,3,AVAX
2025-05-02,moderate,T1,4,BTC
2025-05-02,moderate,T1,5,LINK
2025-05-02,moderate,T1,6,XLM
2025-05-02,moderate,T1,7,ADA
2025-05-02,moderate,T1,8,XRP
2025-05-02,moderate,T1,9,BNB
2025-05-02,moderate,T1,10,TRX
2025-05-03,moderate,T0,1,SOL
2025-05-03,moderate,T0,2,AVAX
2025-05-03,moderate,T0,3,XLM
2025-05-03,moderate,T0,4,BTC
2025-05-03,moderate,T0,5,LINK
2025-05-03,moderate,T0,6,TRX
2025-05-03,moderate,T0,7,BNB
2025-05-03,moderate,T0,8,BCH
2025-05-03,moderate,T0,9,XRP
2025-05-03,moderate,T0,10,DOGE
2025-05-03,moderate,T1,1,SOL
2025-05-03,moderate,T1,2,AVAX
2025-05-03,moderate,T1,3,XLM
2025-05-03,moderate,T1,4,BTC
2025-05-03,moderate,T1,5,LINK
2025-05-03,moderate,T1,6,TRX
2025-05-03,moderate,T1,7,BCH
2025-05-03,moderate,T1,8,BNB
2025-05-03,moderate,T1,9,DOT
2025-05-03,moderate,T1,10,DOGE
2025-05-04,moderate,T0,1,SOL
2025-05-04,moderate,T0,2,AVAX
2025-05-04,moderate,T0,3,XLM
2025-05-04,moderate,T0,4,BTC
2025-05-04,moderate,T0,5,LINK
2025-05-04,moderate,T0,6,XRP
2025-05-04,moderate,T0,7,BNB
2025-05-04,moderate,T0,8,TRX
2025-05-04,moderate,T0,9,ADA
2025-05-04,moderate,T0,10,BCH
2025-05-04,moderate,T1,1,SOL
2025-05-04,moderate,T1,2,AVAX
2025-05-04,moderate,T1,3,XLM
2025-05-04,moderate,T1,4,BTC
2025-05-04,moderate,T1,5,LINK
2025-05-04,moderate,T1,6,XRP
2025-05-04,moderate,T1,7,BCH
2025-05-04,moderate,T1,8,BNB
2025-05-04,moderate,T1,9,ADA
2025-05-04,moderate,T1,10,DOT
2025-05-05,moderate,T0,1,SOL
2025-05-05,moderate,T0,2,AVAX
2025-05-05,moderate,T0,3,LINK
2025-05-05,moderate,T0,4,XLM
2025-05-05,moderate,T0,5,BTC
2025-05-05,moderate,T0,6,BCH
2025-05-05,moderate,T0,7,XRP
2025-05-05,moderate,T0,8,DOT
2025-05-05,moderate,T0,9,ETC
2025-05-05,moderate,T0,10,TRX
2025-05-05,moderate,T1,1,AVAX
2025-05-05,moderate,T1,2,SOL
2025-05-05,moderate,T1,3,LINK
2025-05-05,moderate,T1,4,XLM
2025-05-05,moderate,T1,5,BTC
2025-05-05,moderate,T1,6,XRP
2025-05-05,moderate,T1,7,BCH
2025-05-05,moderate,T1,8,TRX
2025-05-05,moderate,T1,9,DOT
2025-05-05,moderate,T1,10,BNB
2025-05-06,moderate,T0,1,SOL
2025-05-06,moderate,T0,2,AVAX
2025-05-06,moderate,T0,3,LINK
2025-05-06,moderate,T0,4,XLM
2025-05-06,moderate,T0,5,BTC
2025-05-06,moderate,T0,6,XRP
2025-05-06,moderate,T0,7,BCH
2025-05-06,moderate,T0,8,ADA
2025-05-06,moderate,T0,9,ETC
2025-05-06,moderate,T0,10,DOGE
2025-05-06,moderate,T1,1,SOL
2025-05-06,moderate,T1,2,AVAX
2025-05-06,moderate,T1,3,LINK
2025-05-06,moderate,T1,4,XLM
2025-05-06,moderate,T1,5,XRP
2025-05-06,moderate,T1,6,BTC
2025-05-06,moderate,T1,7,ADA
2025-05-06,moderate,T1,8,BCH
2025-05-06,moderate,T1,9,ETC
2025-05-06,moderate,T1,10,DOGE
2025-05-07,moderate,T0,1,SOL
2025-05-07,moderate,T0,2,AVAX
2025-05-07,moderate,T0,3,LINK
2025-05-07,moderate,T0,4,BTC
2025-05-07,moderate,T0,5,XRP
2025-05-07,moderate,T0,6,BCH
2025-05-07,moderate,T0,7,ETH
2025-05-07,moderate,T0,8,XLM
2025-05-07,moderate,T0,9,ADA
2025-05-07,moderate,T0,10,DOGE
2025-05-07,moderate,T1,1,SOL
2025-05-07,moderate,T1,2,AVAX
2025-05-07,moderate,T1,3,LINK
2025-05-07,moderate,T1,4,BTC
2025-05-07,moderate,T1,5,BCH
2025-05-07,moderate,T1,6,ETH
2025-05-07,moderate,T1,7,XRP
2025-05-07,moderate,T1,8,XLM
2025-05-07,moderate,T1,9,DOGE
2025-05-07,moderate,T1,10,ADA
2025-05-08,moderate,T0,1,SOL
2025-05-08,moderate,T0,2,BTC
2025-05-08,moderate,T0,3,AVAX
2025-05-08,moderate,T0,4,LINK
2025-05-08,moderate,T0,5,XRP
2025-05-08,moderate,T0,6,LTC
2025-05-08,moderate,T0,7,BCH
2025-05-08,moderate,T0,8,XLM
2025-05-08,moderate,T0,9,DOT
2025-05-08,moderate,T0,10,ADA
2025-05-08,moderate,T1,1,SOL
2025-05-08,moderate,T1,2,BTC
2025-05-08,moderate,T1,3,AVAX
2025-05-08,moderate,T1,4,LINK
2025-05-08,moderate,T1,5,XRP
2025-05-08,moderate,T1,6,BCH
2025-05-08,moderate,T1,7,XLM
2025-05-08,moderate,T1,8,DOT
2025-05-08,moderate,T1,9,LTC
2025-05-08,moderate,T1,10,DOGE
2025-05-09,moderate,T0,1,BTC
2025-05-09,moderate,T0,2,BCH
2025-05-09,moderate,T0,3,SOL
2025-05-09,moderate,T0,4,TRX
2025-05-09,moderate,T0,5,XLM
2025-05-09,moderate,T0,6,XRP
2025-05-09,moderate,T0,7,LINK
2025-05-09,moderate,T0,8,AVAX
2025-05-09,moderate,T0,9,BNB
2025-05-09,moderate,T0,10,LTC
2025-05-09,moderate,T1,1,BTC
2025-05-09,moderate,T1,2,BCH
2025-05-09,moderate,T1,3,SOL
2025-05-09,moderate,T1,4,TRX
2025-05-09,moderate,T1,5,XLM
2025-05-09,moderate,T1,6,BNB
2025-05-09,moderate,T1,7,XRP
2025-05-09,moderate,T1,8,AVAX
2025-05-09,moderate,T1,9,LINK
2025-05-09,moderate,T1,10,ETC
2025-05-10,moderate,T0,1,BTC
2025-05-10,moderate,T0,2,SOL
2025-05-10,moderate,T0,3,BCH
2025-05-10,moderate,T0,4,TRX
2025-05-10,moderate,T0,5,XRP
2025-05-10,moderate,T0,6,BNB
2025-05-10,moderate,T0,7,XLM
2025-05-10,moderate,T0,8,LTC
2025-05-10,moderate,T0,9,LINK
2025-05-10,moderate,T0,10,ADA
2025-05-10,moderate,T1,1,BTC
2025-05-10,moderate,T1,2,SOL
2025-05-10,moderate,T1,3,BCH
2025-05-10,moderate,T1,4,TRX
2025-05-10,moderate,T1,5,BNB
2025-05-10,moderate,T1,6,XRP
2025-05-10,moderate,T1,7,XLM
2025-05-10,moderate,T1,8,LTC
2025-05-10,moderate,T1,9,LINK
2025-05-10,moderate,T1,10,ADA
2025-05-11,moderate,T0,1,BTC
2025-05-11,moderate,T0,2,TRX
2025-05-11,moderate,T0,3,SOL
2025-05-11,moderate,T0,4,XRP
2025-05-11,moderate,T0,5,BNB
2025-05-11,moderate,T0,6,BCH
2025-05-11,moderate,T0,7,XLM
2025-05-11,moderate,T0,8,LTC
2025-05-11,moderate,T0,9,ADA
2025-05-11,moderate,T0,10,LINK
2025-05-11,moderate,T1,1,BTC
2025-05-11,moderate,T1,2,TRX
2025-05-11,moderate,T1,3,SOL
2025-05-11,moderate,T1,4,XRP
2025-05-11,moderate,T1,5,BNB
2025-05-11,moderate,T1,6,BCH
2025-05-11,moderate,T1,7,XLM
2025-05-11,moderate,T1,8,LTC
2025-05-11,moderate,T1,9,ADA
2025-05-11,moderate,T1,10,LINK
2025-05-12,moderate,T0,1,BTC
2025-05-12,moderate,T0,2,TRX
2025-05-12,moderate,T0,3,BNB
2025-05-12,moderate,T0,4,SOL
2025-05-12,moderate,T0,5,BCH
2025-05-12,moderate,T0,6,XLM
2025-05-12,moderate,T0,7,LTC
2025-05-12,moderate,T0,8,XRP
2025-05-12,moderate,T0,9,LINK
2025-05-12,moderate,T0,10,ETC
2025-05-12,moderate,T1,1,BTC
2025-05-12,moderate,T1,2,TRX
2025-05-12,moderate,T1,3,BNB
2025-05-12,moderate,T1,4,SOL
2025-05-12,moderate,T1,5,BCH
2025-05-12,moderate,T1,6,XLM
2025-05-12,moderate,T1,7,XRP
2025-05-12,moderate,T1,8,LTC
2025-05-12,moderate,T1,9,ETC
2025-05-12,moderate,T1,10,LINK
2025-05-13,moderate,T0,1,BTC
2025-05-13,moderate,T0,2,LTC
2025-05-13,moderate,T0,3,BNB
2025-05-13,moderate,T0,4,TRX
2025-05-13,moderate,T0,5,BCH
2025-05-13,moderate,T0,6,SOL
2025-05-13,moderate,T0,7,XLM
2025-05-13,moderate,T0,8,XRP
2025-05-13,moderate,T0,9,LINK
2025-05-13,moderate,T0,10,ADA
2025-05-13,moderate,T1,1,BTC
2025-05-13,moderate,T1,2,LTC
2025-05-13,moderate,T1,3,BNB
2025-05-13,moderate,T1,4,TRX
2025-05-13,moderate,T1,5,BCH
2025-05-13,moderate,T1,6,SOL
2025-05-13,moderate,T1,7,XLM
2025-05-13,moderate,T1,8,XRP
2025-05-13,moderate,T1,9,LINK
2025-05-13,moderate,T1,10,ADA
2025-05-14,moderate,T0,1,BTC
2025-05-14,moderate,T0,2,BCH
2025-05-14,moderate,T0,3,BNB
2025-05-14,moderate,T0,4,TRX
2025-05-14,moderate,T0,5,LTC
2025-05-14,moderate,T0,6,SOL
2025-05-14,moderate,T0,7,XLM
2025-05-14,moderate,T0,8,LINK
2025-05-14,moderate,T0,9,ADA
2025-05-14,moderate,T0,10,XRP
2025-05-14,moderate,T1,1,BTC
2025-05-14,moderate,T1,2,BCH
2025-05-14,moderate,T1,3,BNB
2025-05-14,moderate,T1,4,TRX
2025-05-14,moderate,T1,5,LTC
2025-05-14,moderate,T1,6,SOL
2025-05-14,moderate,T1,7,XLM
2025-05-14,moderate,T1,8,LINK
2025-05-14,moderate,T1,9,ADA
2025-05-14,moderate,T1,10,ETC
2025-05-15,moderate,T0,1,BTC
2025-05-15,moderate,T0,2,BCH
2025-05-15,moderate,T0,3,SOL
2025-05-15,moderate,T0,4,LINK
2025-05-15,moderate,T0,5,LTC
2025-05-15,moderate,T0,6,ADA
2025-05-15,moderate,T0,7,XLM
2025-05-15,moderate,T0,8,ETC
2025-05-15,moderate,T0,9,BNB
2025-05-15,moderate,T0,10,ETH
2025-05-15,moderate,T1,1,BTC
2025-05-15,moderate,T1,2,BCH
2025-05-15,moderate,T1,3,SOL
2025-05-15,moderate,T1,4,LINK
2025-05-15,moderate,T1,5,XLM
2025-05-15,moderate,T1,6,ADA
2025-05-15,moderate,T1,7,LTC
2025-05-15,moderate,T1,8,ETC
2025-05-15,moderate,T1,9,ETH
2025-05-15,moderate,T1,10,BNB
2025-05-16,moderate,T0,1,BTC
2025-05-16,moderate,T0,2,LTC
2025-05-16,moderate,T0,3,SOL
2025-05-16,moderate,T0,4,BCH
2025-05-16,moderate,T0,5,ETH
2025-05-16,moderate,T0,6,DOT
2025-05-16,moderate,T0,7,BNB
2025-05-16,moderate,T0,8,LINK
2025-05-16,moderate,T0,9,XLM
2025-05-16,moderate,T0,10,ETC
2025-05-16,moderate,T1,1,LTC
2025-05-16,moderate,T1,2,BTC
2025-05-16,moderate,T1,3,SOL
2025-05-16,moderate,T1,4,BCH
2025-05-16,moderate,T1,5,BNB
2025-05-16,moderate,T1,6,ETH
2025-05-16,moderate,T1,7,DOT
2025-05-16,moderate,T1,8,LINK
2025-05-16,moderate,T1,9,ADA
2025-05-16,moderate,T1,10,XLM
2025-03-16,aggressive,T0,1,TRX
2025-03-16,aggressive,T0,2,BCH
2025-03-16,aggressive,T0,3,ETH
2025-03-16,aggressive,T0,4,LTC
2025-03-16,aggressive,T0,5,ETC
2025-03-16,aggressive,T0,6,BTC
2025-03-16,aggressive,T0,7,XLM
2025-03-16,aggressive,T0,8,BNB
2025-03-16,aggressive,T0,9,ADA
2025-03-16,aggressive,T0,10,LINK
2025-03-16,aggressive,T1,1,TRX
2025-03-16,aggressive,T1,2,BCH
2025-03-16,aggressive,T1,3,ETH
2025-03-16,aggressive,T1,4,LTC
2025-03-16,aggressive,T1,5,ETC
2025-03-16,aggressive,T1,6,BTC
2025-03-16,aggressive,T1,7,XLM
2025-03-16,aggressive,T1,8,BNB
2025-03-16,aggressive,T1,9,ADA
2025-03-16,aggressive,T1,10,LINK
2025-03-17,aggressive,T0,1,TRX
2025-03-17,aggressive,T0,2,BCH
2025-03-17,aggressive,T0,3,BTC
2025-03-17,aggressive,T0,4,ETC
2025-03-17,aggressive,T0,5,ETH
2025-03-17,aggressive,T0,6,LTC
2025-03-17,aggressive,T0,7,ADA
2025-03-17,aggressive,T0,8,DOT
2025-03-17,aggressive,T0,9,XLM
2025-03-17,aggressive,T0,10,SOL
2025-03-17,aggressive,T1,1,TRX
2025-03-17,aggressive,T1,2,BCH
2025-03-17,aggressive,T1,3,BTC
2025-03-17,aggressive,T1,4,ETH
2025-03-17,aggressive,T1,5,ETC
2025-03-17,aggressive,T1,6,LTC
2025-03-17,aggressive,T1,7,ADA
2025-03-17,aggressive,T1,8,DOT
2025-03-17,aggressive,T1,9,XLM
2025-03-17,aggressive,T1,10,SOL
2025-03-18,aggressive,T0,1,BTC
2025-03-18,aggressive,T0,2,ADA
2025-03-18,aggressive,T0,3,ETC
2025-03-18,aggressive,T0,4,TRX
2025-03-18,aggressive,T0,5,BCH
2025-03-18,aggressive,T0,6,LTC
2025-03-18,aggressive,T0,7,ETH
2025-03-18,aggressive,T0,8,SOL
2025-03-18,aggressive,T0,9,XRP
2025-03-18,aggressive,T0,10,DOT
2025-03-18,aggressive,T1,1,BTC
2025-03-18,aggressive,T1,2,ADA
2025-03-18,aggressive,T1,3,ETC
2025-03-18,aggressive,T1,4,TRX
2025-03-18,aggressive,T1,5,BCH
2025-03-18,aggressive,T1,6,LTC
2025-03-18,aggressive,T1,7,ETH
2025-03-18,aggressive,T1,8,SOL
2025-03-18,aggressive,T1,9,DOT
2025-03-18,aggressive,T1,10,XRP
2025-03-19,aggressive,T0,1,BCH
2025-03-19,aggressive,T0,2,TRX
2025-03-19,aggressive,T0,3,BTC
2025-03-19,aggressive,T0,4,ETC
2025-03-19,aggressive,T0,5,ADA
2025-03-19,aggressive,T0,6,LTC
2025-03-19,aggressive,T0,7,BNB
2025-03-19,aggressive,T0,8,AVAX
2025-03-19,aggressive,T0,9,ETH
2025-03-19,aggressive,T0,10,DOGE
2025-03-19,aggressive,T1,1,BCH
2025-03-19,aggressive,T1,2,TRX
2025-03-19,aggressive,T1,3,BTC
2025-03-19,aggressive,T1,4,ETC
2025-03-19,aggressive,T1,5,LTC
2025-03-19,aggressive,T1,6,ADA
2025-03-19,aggressive,T1,7,BNB
2025-03-19,aggressive,T1,8,DOT
2025-03-19,aggressive,T1,9,DOGE
2025-03-19,aggressive,T1,10,AVAX
2025-03-20,aggressive,T0,1,BCH
2025-03-20,aggressive,T0,2,TRX
2025-03-20,aggressive,T0,3,ETC
2025-03-20,aggressive,T0,4,BTC
2025-03-20,aggressive,T0,5,ADA
2025-03-20,aggressive,T0,6,XLM
2025-03-20,aggressive,T0,7,BNB
2025-03-20,aggressive,T0,8,AVAX
2025-03-20,aggressive,T0,9,DOT
2025-03-20,aggressive,T0,10,SOL
2025-03-20,aggressive,T1,1,BCH
2025-03-20,aggressive,T1,2,TRX
2025-03-20,aggressive,T1,3,ETC
2025-03-20,aggressive,T1,4,BTC
2025-03-20,aggressive,T1,5,BNB
2025-03-20,aggressive,T1,6,XLM
2025-03-20,aggressive,T1,7,ADA
2025-03-20,aggressive,T1,8,DOT
2025-03-20,aggressive,T1,9,AVAX
2025-03-20,aggressive,T1,10,LTC
2025-03-21,aggressive,T0,1,BCH
2025-03-21,aggressive,T0,2,ADA
2025-03-21,aggressive,T0,3,BTC
2025-03-21,aggressive,T0,4,ETC
2025-03-21,aggressive,T0,5,TRX
2025-03-21,aggressive,T0,6,SOL
2025-03-21,aggressive,T0,7,XLM
2025-03-21,aggressive,T0,8,XRP
2025-03-21,aggressive,T0,9,LTC
2025-03-21,aggressive,T0,10,BNB
2025-03-21,aggressive,T1,1,BCH
2025-03-21,aggressive,T1,2,ADA
2025-03-21,aggressive,T1,3,BTC
2025-03-21,aggressive,T1,4,ETC
2025-03-21,aggressive,T1,5,TRX
2025-03-21,aggressive,T1,6,SOL
2025-03-21,aggressive,T1,7,XLM
2025-03-21,aggressive,T1,8,XRP
2025-03-21,aggressive,T1,9,LTC
2025-03-21,aggressive,T1,10,BNB
2025-03-22,aggressive,T0,1,BCH
2025-03-22,aggressive,T0,2,ADA
2025-03-22,aggressive,T0,3,BNB
2025-03-22,aggressive,T0,4,BTC
2025-03-22,aggressive,T0,5,ETC
2025-03-22,aggressive,T0,6,DOT
2025-03-22,aggressive,T0,7,SOL
2025-03-22,aggressive,T0,8,XRP
2025-03-22,aggressive,T0,9,XLM
2025-03-22,aggressive,T0,10,LTC
2025-03-22,aggressive,T1,1,BCH
2025-03-22,aggressive,T1,2,ADA
2025-03-22,aggressive,T1,3,BNB
2025-03-22,aggressive,T1,4,BTC
2025-03-22,aggressive,T1,5,ETC
2025-03-22,aggressive,T1,6,SOL
2025-03-22,aggressive,T1,7,XRP
2025-03-22,aggressive,T1,8,DOT
2025-03-22,aggressive,T1,9,XLM
2025-03-22,aggressive,T1,10,LTC
2025-03-23,aggressive,T0,1,BCH
2025-03-23,aggressive,T0,2,BNB
2025-03-23,aggressive,T0,3,ETC
2025-03-23,aggressive,T0,4,ADA
2025-03-23,aggressive,T0,5,DOT
2025-03-23,aggressive,T0,6,BTC
2025-03-23,aggressive,T0,7,LTC
2025-03-23,aggressive,T0,8,TRX
2025-03-23,aggressive,T0,9,XRP
2025-03-23,aggressive,T0,10,XLM
2025-03-23,aggressive,T1,1,BCH
2025-03-23,aggressive,T1,2,BNB
2025-03-23,aggressive,T1,3,ETC
2025-03-23,aggressive,T1,4,DOT
2025-03-23,aggressive,T1,5,BTC
2025-03-23,aggressive,T1,6,ADA
2025-03-23,aggressive,T1,7,TRX
2025-03-23,aggressive,T1,8,LTC
2025-03-23,aggressive,T1,9,XRP
2025-03-23,aggressive,T1,10,DOGE
2025-03-24,aggressive,T0,1,BCH
2025-03-24,aggressive,T0,2,BNB
2025-03-24,aggressive,T0,3,ETC
2025-03-24,aggressive,T0,4,TRX
2025-03-24,aggressive,T0,5,ADA
2025-03-24,aggressive,T0,6,BTC
2025-03-24,aggressive,T0,7,DOT
2025-03-24,aggressive,T0,8,LTC
2025-03-24,aggressive,T0,9,XRP
2025-03-24,aggressive,T0,10,XLM
2025-03-24,aggressive,T1,1,BCH
2025-03-24,aggressive,T1,2,BNB
2025-03-24,aggressive,T1,3,TRX
2025-03-24,aggressive,T1,4,ETC
2025-03-24,aggressive,T1,5,DOT
2025-03-24,aggressive,T1,6,BTC
2025-03-24,aggressive,T1,7,ADA
2025-03-24,aggressive,T1,8,LTC
2025-03-24,aggressive,T1,9,XRP
2025-03-24,aggressive,T1,10,XLM
2025-03-25,aggressive,T0,1,TRX
2025-03-25,aggressive,T0,2,BCH
2025-03-25,aggressive,T0,3,BNB
2025-03-25,aggressive,T0,4,DOT
2025-03-25,aggressive,T0,5,ETC
2025-03-25,aggressive,T0,6,BTC
2025-03-25,aggressive,T0,7,ADA
2025-03-25,aggressive,T0,8,XRP
2025-03-25,aggressive,T0,9,XLM
2025-03-25,aggressive,T0,10,LTC
2025-03-25,aggressive,T1,1,TRX
2025-03-25,aggressive,T1,2,BNB
2025-03-25,aggressive,T1,3,BCH
2025-03-25,aggressive,T1,4,DOT
2025-03-25,aggressive,T1,5,ETC
2025-03-25,aggressive,T1,6,BTC
2025-03-25,aggressive,T1,7,LTC
2025-03-25,aggressive,T1,8,ADA
2025-03-25,aggressive,T1,9,XLM
2025-03-25,aggressive,T1,10,XRP
2025-03-26,aggressive,T0,1,BCH
2025-03-26,aggressive,T0,2,XRP
2025-03-26,aggressive,T0,3,ETC
2025-03-26,aggressive,T0,4,ADA
2025-03-26,aggressive,T0,5,BNB
2025-03-26,aggressive,T0,6,XLM
2025-03-26,aggressive,T0,7,DOT
2025-03-26,aggressive,T0,8,BTC
2025-03-26,aggressive,T0,9,TRX
2025-03-26,aggressive,T0,10,LTC
2025-03-26,aggressive,T1,1,BCH
2025-03-26,aggressive,T1,2,BNB
2025-03-26,aggressive,T1,3,ETC
2025-03-26,aggressive,T1,4,XRP
2025-03-26,aggressive,T1,5,DOT
2025-03-26,aggressive,T1,6,TRX
2025-03-26,aggressive,T1,7,BTC
2025-03-26,aggressive,T1,8,ADA
2025-03-26,aggressive,T1,9,XLM
2025-03-26,aggressive,T1,10,LTC
2025-03-27,aggressive,T0,1,BCH
2025-03-27,aggressive,T0,2,XRP
2025-03-27,aggressive,T0,3,BNB
2025-03-27,aggressive,T0,4,ETC
2025-03-27,aggressive,T0,5,TRX
2025-03-27,aggressive,T0,6,ADA
2025-03-27,aggressive,T0,7,XLM
2025-03-27,aggressive,T0,8,BTC
2025-03-27,aggressive,T0,9,LTC
2025-03-27,aggressive,T0,10,DOT
2025-03-27,aggressive,T1,1,BNB
2025-03-27,aggressive,T1,2,BCH
2025-03-27,aggressive,T1,3,TRX
2025-03-27,aggressive,T1,4,ETC
2025-03-27,aggressive,T1,5,DOT
2025-03-27,aggressive,T1,6,XRP
2025-03-27,aggressive,T1,7,BTC
2025-03-27,aggressive,T1,8,LTC
2025-03-27,aggressive,T1,9,XLM
2025-03-27,aggressive,T1,10,ETH
2025-03-28,aggressive,T0,1,BCH
2025-03-28,aggressive,T0,2,XRP
2025-03-28,aggressive,T0,3,BNB
2025-03-28,aggressive,T0,4,DOT
2025-03-28,aggressive,T0,5,ETC
2025-03-28,aggressive,T0,6,ADA
2025-03-28,aggressive,T0,7,TRX
2025-03-28,aggressive,T0,8,BTC
2025-03-28,aggressive,T0,9,XLM
2025-03-28,aggressive,T0,10,ETH
2025-03-28,aggressive,T1,1,BCH
2025-03-28,aggressive,T1,2,XRP
2025-03-28,aggressive,T1,3,ADA
2025-03-28,aggressive,T1,4,BNB
2025-03-28,aggressive,T1,5,ETC
2025-03-28,aggressive,T1,6,DOT
2025-03-28,aggressive,T1,7,BTC
2025-03-28,aggressive,T1,8,TRX
2025-03-28,aggressive,T1,9,XLM
2025-03-28,aggressive,T1,10,ETH
2025-03-29,aggressive,T0,1,BCH
2025-03-29,aggressive,T0,2,XRP
2025-03-29,aggressive,T0,3,BNB
2025-03-29,aggressive,T0,4,ADA
2025-03-29,aggressive,T0,5,DOT
2025-03-29,aggressive,T0,6,ETC
2025-03-29,aggressive,T0,7,TRX
2025-03-29,aggressive,T0,8,BTC
2025-03-29,aggressive,T0,9,ETH
2025-03-29,aggressive,T0,10,XLM
2025-03-29,aggressive,T1,1,BCH
2025-03-29,aggressive,T1,2,XRP
2025-03-29,aggressive,T1,3,ADA
2025-03-29,aggressive,T1,4,ETC
2025-03-29,aggressive,T1,5,BNB
2025-03-29,aggressive,T1,6,DOT
2025-03-29,aggressive,T1,7,ETH
2025-03-29,aggressive,T1,8,BTC
2025-03-29,aggressive,T1,9,TRX
2025-03-29,aggressive,T1,10,XLM
2025-03-30,aggressive,T0,1,XRP
2025-03-30,aggressive,T0,2,BCH
2025-03-30,aggressive,T0,3,ADA
2025-03-30,aggressive,T0,4,DOT
2025-03-30,aggressive,T0,5,BNB
2025-03-30,aggressive,T0,6,BTC
2025-03-30,aggressive,T0,7,ETH
2025-03-30,aggressive,T0,8,ETC
2025-03-30,aggressive,T0,9,XLM
